new_index,gid,team_slug_home,away_home_home,fg_home,fga_home,fg%_home,3p_home,3pa_home,3p%_home,ft_home,fta_home,ft%_home,orb_home,drb_home,trb_home,ast_home,stl_home,blk_home,tov_home,pf_home,pts_home,betting_line_home,betting_line_terms,team_slug_away,away_home_away,fg_away,fga_away,fg%_away,3p_away,3pa_away,3p%_away,ft_away,fta_away,ft%_away,orb_away,drb_away,trb_away,ast_away,stl_away,blk_away,tov_away,pf_away,pts_away,date,betting_line_away,over_under_terms,over_under
549,201401030LAL,LAL,home,42,81,0.519,10,24,0.417,16,21,0.762,10,36,46,33,4,6,10,25,110,-3.5,-105.0,UTA,away,38,86,0.442,8,26,0.308,15,23,0.652,12,29,41,28,5,3,10,20,99,2014-01-03,3.5,-110.0,195.0
550,201401050LAL,LAL,home,42,89,0.472,3,21,0.143,28,36,0.778,9,29,38,26,8,5,15,18,115,2.5,-109.0,DEN,away,53,99,0.535,12,29,0.414,19,24,0.792,17,41,58,32,12,8,15,25,137,2014-01-05,-2.5,-109.0,205.0
551,201401140LAL,LAL,home,44,84,0.524,13,34,0.382,17,23,0.739,6,29,35,35,4,6,12,21,118,4.0,-104.0,CLE,away,41,88,0.466,13,17,0.765,25,32,0.781,16,32,48,27,8,2,8,22,120,2014-01-14,-4.0,-104.0,205.0
552,201401280LAL,LAL,home,37,94,0.394,5,24,0.208,13,16,0.813,7,43,50,24,3,4,9,18,92,10.5,100.0,IND,away,42,99,0.424,5,21,0.238,15,27,0.556,17,46,63,23,7,2,4,16,104,2014-01-28,-10.5,100.0,205.0
553,201401310LAL,LAL,home,36,93,0.387,6,26,0.231,22,27,0.815,9,32,41,23,5,3,8,23,100,-3.5,-102.0,CHA,away,46,88,0.523,2,11,0.182,16,22,0.727,7,42,49,28,7,2,9,20,110,2014-01-31,3.5,-105.0,206.0
554,201402090LAL,LAL,home,36,82,0.439,6,19,0.316,8,11,0.727,7,36,43,26,7,5,18,15,86,3.0,-103.0,CHI,away,34,80,0.425,7,22,0.318,17,17,1.0,8,35,43,21,13,6,14,16,92,2014-02-09,-3.0,-103.0,193.5
555,201402110LAL,LAL,home,33,85,0.388,4,16,0.25,9,13,0.692,10,30,40,21,6,7,11,15,79,-2.0,-102.0,UTA,away,37,85,0.435,6,17,0.353,16,25,0.64,15,40,55,23,10,6,11,14,96,2014-02-11,2.0,-110.0,200.5
556,201402130LAL,LAL,home,40,83,0.482,10,28,0.357,13,22,0.591,7,35,42,29,6,4,22,18,103,10.5,-113.0,OKC,away,39,88,0.443,8,28,0.286,21,24,0.875,9,35,44,23,14,8,14,23,107,2014-02-13,-10.5,-113.0,204.0
557,201402190LAL,LAL,home,41,84,0.488,14,27,0.519,12,15,0.8,3,29,32,29,10,5,19,19,108,8.5,-110.0,HOU,away,52,104,0.5,18,35,0.514,12,25,0.48,19,37,56,28,15,6,14,15,134,2014-02-19,-8.5,-110.0,215.0
558,201402210LAL,LAL,home,40,83,0.482,7,22,0.318,14,19,0.737,9,37,46,23,7,7,18,19,101,-1.0,-107.0,BOS,away,38,97,0.392,4,22,0.182,12,17,0.706,16,31,47,23,11,1,14,19,92,2014-02-21,1.0,-108.0,207.5
559,201402230LAL,LAL,home,39,76,0.513,7,17,0.412,17,26,0.654,10,27,37,17,11,5,17,24,102,3.0,-101.0,BRK,away,36,76,0.474,12,25,0.48,24,32,0.75,12,29,41,28,13,2,18,20,108,2014-02-23,-3.0,-101.0,208.0
560,201402280LAL,LAL,home,48,80,0.6,19,27,0.704,11,16,0.688,2,29,31,35,5,11,17,25,126,-2.5,-110.0,SAC,away,47,93,0.505,5,15,0.333,23,32,0.719,15,29,44,29,11,3,11,16,122,2014-02-28,2.5,-105.0,218.0
561,201403040LAL,LAL,home,46,85,0.541,10,22,0.455,23,31,0.742,11,19,30,29,9,5,14,26,125,-3.0,-105.0,NOP,away,46,77,0.597,7,17,0.412,33,40,0.825,9,30,39,29,9,2,15,23,132,2014-03-04,3.0,-107.0,212.0
562,201403060LAL,LAL,home,34,86,0.395,8,30,0.267,18,26,0.692,4,29,33,26,9,2,22,16,94,11.0,-105.0,LAC,away,57,103,0.553,12,26,0.462,16,22,0.727,16,48,64,34,16,5,17,21,142,2014-03-06,-11.0,-105.0,224.0
563,201403090LAL,LAL,home,38,81,0.469,13,31,0.419,25,30,0.833,1,35,36,31,7,6,15,16,114,12.0,-103.0,OKC,away,42,100,0.42,12,35,0.343,14,21,0.667,19,40,59,26,11,2,16,30,110,2014-03-09,-12.0,-103.0,228.0
564,201403190LAL,LAL,home,39,91,0.429,9,26,0.346,22,29,0.759,12,34,46,19,10,6,12,19,109,13.0,-105.0,SAS,away,50,95,0.526,12,27,0.444,13,16,0.813,9,43,52,34,9,6,12,21,125,2014-03-19,-13.0,-105.0,220.5
565,201403210LAL,LAL,home,43,91,0.473,7,19,0.368,14,23,0.609,11,33,44,32,12,5,21,22,107,5.0,-102.0,WAS,away,42,87,0.483,10,25,0.4,23,29,0.793,9,35,44,21,9,7,19,22,117,2014-03-21,-5.0,-102.0,219.0
566,201403230LAL,LAL,home,37,80,0.463,6,16,0.375,23,29,0.793,7,27,34,20,9,4,14,16,103,-3.5,-108.0,ORL,away,37,82,0.451,6,19,0.316,14,17,0.824,13,33,46,26,5,3,18,24,94,2014-03-23,3.5,-105.0,217.0
567,201403250LAL,LAL,home,48,83,0.578,18,28,0.643,13,15,0.867,8,30,38,32,10,2,16,23,127,7.5,102.0,NYK,away,36,74,0.486,4,15,0.267,20,27,0.741,8,24,32,23,9,4,15,16,96,2014-03-25,-7.5,102.0,216.0
568,201403300LAL,LAL,home,44,83,0.53,5,18,0.278,22,24,0.917,5,37,42,29,10,5,13,21,115,9.5,-101.0,PHO,away,35,91,0.385,8,36,0.222,21,28,0.75,13,35,48,20,9,2,13,20,99,2014-03-30,-9.5,-101.0,224.0
569,201404010LAL,LAL,home,41,92,0.446,11,25,0.44,19,22,0.864,9,36,45,31,7,10,11,16,112,8.5,-105.0,POR,away,46,99,0.465,13,29,0.448,19,21,0.905,11,39,50,32,10,5,10,18,124,2014-04-01,-8.5,-105.0,218.5
570,201404040LAL,LAL,home,35,83,0.422,7,28,0.25,18,24,0.75,10,28,38,26,10,5,15,14,95,8.5,101.0,DAL,away,44,92,0.478,5,21,0.238,14,15,0.933,15,37,52,28,8,4,16,17,107,2014-04-04,-8.5,101.0,222.0
571,201404080LAL,LAL,home,44,95,0.463,14,32,0.438,28,35,0.8,5,28,33,38,8,7,11,20,130,9.0,-105.0,HOU,away,56,97,0.577,11,26,0.423,22,28,0.786,12,46,58,33,8,9,14,22,145,2014-04-08,-9.0,-105.0,228.5
572,201404110LAL,LAL,home,35,89,0.393,9,28,0.321,16,20,0.8,8,34,42,23,10,2,15,12,95,9.5,100.0,GSW,away,45,92,0.489,13,25,0.52,9,13,0.692,12,45,57,27,12,5,17,17,112,2014-04-11,-9.5,100.0,221.0
573,201404130LAL,LAL,home,35,80,0.438,11,27,0.407,9,11,0.818,5,27,32,29,9,5,15,15,90,12.0,-102.0,MEM,away,42,88,0.477,8,15,0.533,10,13,0.769,16,36,52,29,10,7,17,12,102,2014-04-13,-12.0,-102.0,208.5
574,201311010MEM,MEM,home,40,77,0.519,6,18,0.333,25,30,0.833,6,32,38,25,13,4,20,21,111,-7.5,-102.0,DET,away,42,89,0.472,7,21,0.333,17,24,0.708,15,26,41,21,10,6,19,26,108,2013-11-01,7.5,-110.0,189.5
575,201311040MEM,MEM,home,36,74,0.486,5,15,0.333,18,22,0.818,9,27,36,23,6,2,18,19,95,-12.0,-102.0,BOS,away,33,70,0.471,7,20,0.35,15,18,0.833,4,28,32,14,9,6,17,21,88,2013-11-04,12.0,-105.0,185.5
576,201311060MEM,MEM,home,34,71,0.479,4,15,0.267,12,14,0.857,7,22,29,17,5,5,18,20,84,-7.0,-107.0,NOP,away,38,78,0.487,4,13,0.308,19,21,0.905,13,26,39,16,10,5,13,17,99,2013-11-06,7.0,-108.0,190.0
577,201311090MEM,MEM,home,42,79,0.532,5,13,0.385,19,25,0.76,8,36,44,25,8,5,16,23,108,-2.0,100.0,GSW,away,33,78,0.423,10,30,0.333,14,26,0.538,9,24,33,17,8,3,17,24,90,2013-11-09,2.0,-113.0,191.5
578,201311130MEM,MEM,home,35,82,0.427,6,21,0.286,11,17,0.647,11,29,40,24,6,5,17,24,87,-6.0,-107.0,TOR,away,31,67,0.463,8,15,0.533,33,39,0.846,9,28,37,14,12,6,13,21,103,2013-11-13,6.0,-106.0,185.5
579,201311220MEM,MEM,home,35,80,0.438,3,11,0.273,13,17,0.765,12,26,38,16,7,2,14,18,86,1.0,-103.0,SAS,away,42,79,0.532,7,17,0.412,11,16,0.688,11,30,41,25,8,3,15,18,102,2013-11-22,-1.0,-103.0,184.5
580,201311250MEM,MEM,home,34,82,0.415,4,13,0.308,14,18,0.778,14,21,35,22,12,7,15,22,86,1.0,-106.0,HOU,away,34,69,0.493,6,24,0.25,19,27,0.704,11,32,43,12,7,6,18,20,93,2013-11-25,-1.0,-106.0,194.5
581,201311300MEM,MEM,home,36,77,0.468,7,15,0.467,9,12,0.75,6,27,33,20,6,3,13,19,88,-7.5,-105.0,BRK,away,34,73,0.466,9,18,0.5,20,26,0.769,8,31,39,21,6,4,12,10,97,2013-11-30,7.5,-105.0,186.5
582,201312030MEM,MEM,home,46,84,0.548,5,14,0.357,13,21,0.619,12,31,43,26,7,7,8,19,110,-2.5,-107.0,PHO,away,37,87,0.425,7,29,0.241,10,15,0.667,14,27,41,22,4,5,14,17,91,2013-12-03,2.5,-107.0,191.5
583,201312050MEM,MEM,home,29,77,0.377,3,13,0.231,20,26,0.769,11,27,38,16,8,1,16,19,81,1.0,-113.0,LAC,away,38,80,0.475,11,20,0.55,14,18,0.778,10,30,40,22,6,5,15,24,101,2013-12-05,-1.0,-113.0,192.5
584,201312070MEM,MEM,home,31,85,0.365,2,10,0.2,18,22,0.818,17,23,40,13,8,6,8,10,82,2.5,-108.0,GSW,away,44,88,0.5,8,18,0.444,12,14,0.857,15,32,47,24,6,5,10,20,108,2013-12-07,-2.5,-108.0,192.5
585,201312090MEM,MEM,home,36,86,0.419,10,17,0.588,12,17,0.706,11,41,52,23,4,4,14,21,94,-8.5,-110.0,ORL,away,30,75,0.4,6,22,0.273,19,20,0.95,3,32,35,12,7,8,12,15,85,2013-12-09,8.5,-107.0,188.0
586,201312110MEM,MEM,home,34,81,0.42,6,15,0.4,26,34,0.765,9,24,33,17,11,3,12,25,100,6.0,-108.0,OKC,away,40,71,0.563,9,18,0.5,27,33,0.818,8,34,42,22,8,5,21,27,116,2013-12-11,-6.0,-108.0,190.5
587,201312150MEM,MEM,home,37,83,0.446,5,15,0.333,14,20,0.7,13,34,47,17,5,2,9,20,93,3.5,-104.0,MIN,away,35,79,0.443,12,26,0.462,19,25,0.76,10,34,44,22,7,5,9,17,101,2013-12-15,-3.5,-104.0,196.5
588,201312170MEM,MEM,home,37,91,0.407,5,16,0.313,13,17,0.765,18,31,49,20,10,2,14,18,92,-2.5,102.0,LAL,away,37,75,0.493,7,22,0.318,15,19,0.789,4,33,37,16,8,10,14,18,96,2013-12-17,2.5,-107.0,193.0
589,201312230MEM,MEM,home,39,83,0.47,11,20,0.55,15,20,0.75,11,29,40,24,9,7,6,15,104,-6.5,100.0,UTA,away,35,75,0.467,11,24,0.458,13,15,0.867,8,30,38,24,4,7,13,16,94,2013-12-23,6.5,-105.0,186.5
590,201312280MEM,MEM,home,47,91,0.516,8,19,0.421,18,25,0.72,19,27,46,26,12,3,7,22,120,-3.0,-105.0,DEN,away,33,70,0.471,10,22,0.455,23,28,0.821,6,19,25,17,5,7,14,18,99,2013-12-28,3.0,-107.0,189.5
591,201312300MEM,MEM,home,35,78,0.449,0,5,0.0,21,28,0.75,12,25,37,19,13,6,20,27,91,-5.0,-113.0,CHI,away,28,65,0.431,6,15,0.4,33,42,0.786,9,28,37,16,13,10,20,21,95,2013-12-30,5.0,-108.0,177.5
592,201401070MEM,MEM,home,46,99,0.465,6,17,0.353,10,15,0.667,12,28,40,22,7,5,11,24,108,5.5,-108.0,SAS,away,43,83,0.518,7,24,0.292,17,25,0.68,9,35,44,24,9,5,17,16,110,2014-01-07,-5.5,-108.0,196.5
593,201401100MEM,MEM,home,42,86,0.488,6,15,0.4,14,23,0.609,14,39,53,24,1,9,8,11,104,-3.0,-105.0,PHO,away,38,92,0.413,11,30,0.367,12,16,0.75,14,30,44,19,4,6,6,23,99,2014-01-10,3.0,-109.0,194.0
594,201401120MEM,MEM,home,43,83,0.518,6,15,0.4,16,20,0.8,8,32,40,26,13,6,11,17,108,-5.0,-105.0,ATL,away,38,80,0.475,9,27,0.333,16,24,0.667,9,29,38,25,9,2,15,16,101,2014-01-12,5.0,-115.0,191.5
595,201401140MEM,MEM,home,32,80,0.4,4,14,0.286,22,27,0.815,11,32,43,19,8,3,13,21,90,-1.0,-106.0,OKC,away,33,81,0.407,5,21,0.238,16,20,0.8,12,33,45,12,5,5,19,27,87,2014-01-14,1.0,-105.0,196.0
596,201401170MEM,MEM,home,36,78,0.462,6,17,0.353,13,18,0.722,4,33,37,18,8,13,10,23,91,-5.5,-103.0,SAC,away,33,81,0.407,5,11,0.455,19,23,0.826,10,33,43,17,4,2,14,16,90,2014-01-17,5.5,-105.0,198.0
597,201401200MEM,MEM,home,31,74,0.419,7,19,0.368,23,28,0.821,14,30,44,16,2,5,17,20,92,-7.5,-105.0,NOP,away,35,77,0.455,5,9,0.556,20,23,0.87,9,25,34,21,10,8,10,22,95,2014-01-20,7.5,-110.0,188.0
598,201401250MEM,MEM,home,41,88,0.466,7,19,0.368,10,14,0.714,16,36,52,23,8,5,11,23,99,1.5,-111.0,HOU,away,30,81,0.37,9,32,0.281,12,17,0.706,10,28,38,14,3,5,15,15,81,2014-01-25,-1.5,-111.0,194.5
599,201402010MEM,MEM,home,38,79,0.481,6,10,0.6,17,22,0.773,13,35,48,22,4,6,12,20,99,-12.5,-102.0,MIL,away,30,76,0.395,9,23,0.391,21,25,0.84,11,27,38,15,8,3,13,21,90,2014-02-01,12.5,-110.0,180.5
600,201402050MEM,MEM,home,37,69,0.536,6,16,0.375,16,22,0.727,8,24,32,24,7,6,17,23,96,-2.5,-108.0,DAL,away,42,78,0.538,8,18,0.444,18,25,0.72,11,24,35,24,7,3,13,20,110,2014-02-05,2.5,-105.0,189.0
601,201402110MEM,MEM,home,33,70,0.471,3,13,0.231,23,27,0.852,9,31,40,16,11,4,17,19,92,-4.5,-103.0,WAS,away,34,74,0.459,7,24,0.292,14,20,0.7,5,28,33,14,8,7,13,20,89,2014-02-11,4.5,-110.0,181.5
602,201402180MEM,MEM,home,37,75,0.493,6,12,0.5,18,24,0.75,10,28,38,20,5,7,13,22,98,-5.5,-105.0,NYK,away,35,85,0.412,6,27,0.222,17,20,0.85,14,25,39,15,8,5,12,23,93,2014-02-18,5.5,-111.0,182.0
603,201402210MEM,MEM,home,42,87,0.483,5,15,0.333,13,15,0.867,6,36,42,27,7,9,11,30,102,2.0,-105.0,LAC,away,31,80,0.388,7,24,0.292,27,43,0.628,13,34,47,23,6,4,12,15,96,2014-02-21,-2.0,-105.0,193.0
604,201402260MEM,MEM,home,45,92,0.489,4,13,0.308,14,21,0.667,13,32,45,28,8,5,12,18,108,-11.5,-107.0,LAL,away,38,77,0.494,15,28,0.536,12,18,0.667,5,29,34,24,5,10,15,15,103,2014-02-26,11.5,-106.0,198.5
605,201403010MEM,MEM,home,44,81,0.543,9,19,0.474,13,18,0.722,11,25,36,24,8,7,9,11,110,-9.5,-105.0,CLE,away,39,79,0.494,7,18,0.389,11,15,0.733,8,25,33,20,5,3,12,16,96,2014-03-01,9.5,-105.0,184.0
606,201403080MEM,MEM,home,44,87,0.506,7,13,0.538,16,22,0.727,11,40,51,23,6,5,12,16,111,-9.0,-105.0,CHA,away,37,93,0.398,5,21,0.238,10,14,0.714,13,27,40,18,7,7,11,19,89,2014-03-08,9.0,-105.0,185.5
607,201403110MEM,MEM,home,47,84,0.56,6,12,0.5,9,13,0.692,9,32,41,27,7,4,11,18,109,-2.5,-105.0,POR,away,35,86,0.407,7,17,0.412,22,29,0.759,16,24,40,18,3,2,8,21,99,2014-03-11,2.5,-107.0,196.5
608,201403190MEM,MEM,home,36,81,0.444,2,11,0.182,22,25,0.88,11,35,46,21,9,5,12,18,96,-11.5,-105.0,UTA,away,37,84,0.44,7,18,0.389,5,10,0.5,10,29,39,20,7,2,15,22,86,2014-03-19,11.5,-110.0,187.5
609,201403220MEM,MEM,home,33,75,0.44,5,13,0.385,11,17,0.647,10,37,47,14,4,8,12,18,82,-3.0,100.0,IND,away,27,74,0.365,6,15,0.4,11,14,0.786,8,27,35,14,7,5,10,19,71,2014-03-22,3.0,-105.0,181.0
610,201403240MEM,MEM,home,48,91,0.527,6,12,0.5,7,13,0.538,16,38,54,25,4,4,14,19,109,-7.5,-109.0,MIN,away,34,90,0.378,7,24,0.292,17,20,0.85,14,28,42,19,7,4,10,14,92,2014-03-24,7.5,-107.0,199.5
611,201404040MEM,MEM,home,32,83,0.386,2,11,0.182,34,38,0.895,10,28,38,18,9,4,11,26,100,-9.5,-104.0,DEN,away,29,80,0.363,7,23,0.304,27,32,0.844,14,32,46,16,7,4,20,27,92,2014-04-04,9.5,-107.0,200.0
612,201404090MEM,MEM,home,43,78,0.551,7,20,0.35,14,21,0.667,12,29,41,23,10,6,14,19,107,-5.0,-105.0,MIA,away,38,73,0.521,15,25,0.6,11,12,0.917,6,21,27,24,11,2,15,17,102,2014-04-09,5.0,-113.0,180.0
613,201404110MEM,MEM,home,44,81,0.543,5,13,0.385,24,32,0.75,10,39,49,28,8,8,16,15,117,-14.5,-105.0,PHI,away,39,88,0.443,6,18,0.333,11,17,0.647,8,28,36,16,14,3,15,26,95,2014-04-11,14.5,-107.0,201.0
614,201404160MEM,MEM,home,43,88,0.489,5,20,0.25,15,25,0.6,20,28,48,25,7,1,17,16,106,-2.5,-102.0,DAL,away,44,92,0.478,8,30,0.267,9,11,0.818,15,24,39,22,11,4,13,23,105,2014-04-16,2.5,-109.0,190.5
615,201310290MIA,MIA,home,37,72,0.514,11,20,0.55,22,29,0.759,5,35,40,26,10,7,18,21,107,-5.0,-106.0,CHI,away,35,83,0.422,7,26,0.269,18,23,0.783,11,30,41,23,11,4,18,27,95,2013-10-29,5.0,-107.0,188.0
616,201311030MIA,MIA,home,37,70,0.529,11,27,0.407,18,27,0.667,8,24,32,32,9,6,16,18,103,-12.5,-105.0,WAS,away,35,82,0.427,12,30,0.4,11,16,0.688,17,24,41,22,8,2,20,26,93,2013-11-03,12.5,-107.0,199.0
617,201311070MIA,MIA,home,38,71,0.535,5,16,0.313,21,33,0.636,8,22,30,27,6,3,16,23,102,-6.0,-113.0,LAC,away,36,73,0.493,8,24,0.333,17,21,0.81,9,29,38,22,8,1,17,30,97,2013-11-07,6.0,-109.0,207.0
618,201311090MIA,MIA,home,41,71,0.577,5,10,0.5,23,34,0.676,4,27,31,26,4,7,10,13,110,-13.5,-107.0,BOS,away,46,89,0.517,10,21,0.476,9,12,0.75,11,28,39,24,4,5,12,25,111,2013-11-09,13.5,-110.0,193.5
619,201311120MIA,MIA,home,46,79,0.582,12,23,0.522,14,24,0.583,5,35,40,29,9,7,13,17,118,-13.5,-105.0,MIL,away,33,79,0.418,11,30,0.367,18,21,0.857,8,26,34,19,10,1,18,15,95,2013-11-12,13.5,-105.0,194.0
620,201311150MIA,MIA,home,40,74,0.541,5,13,0.385,25,30,0.833,4,30,34,17,19,5,16,15,110,-8.5,-106.0,DAL,away,37,74,0.5,12,28,0.429,18,21,0.857,6,28,34,22,11,6,24,20,104,2013-11-15,8.5,-106.0,205.5
621,201311190MIA,MIA,home,41,81,0.506,10,21,0.476,12,19,0.632,10,27,37,26,13,4,15,17,104,-8.5,-107.0,ATL,away,33,74,0.446,11,24,0.458,11,15,0.733,13,26,39,22,8,3,24,21,88,2013-11-19,8.5,-106.0,203.0
622,201311230MIA,MIA,home,37,78,0.474,6,25,0.24,21,26,0.808,4,29,33,19,6,3,12,19,101,-13.0,-105.0,ORL,away,34,73,0.466,10,23,0.435,21,29,0.724,10,31,41,19,8,3,16,23,99,2013-11-23,13.0,-110.0,201.5
623,201311250MIA,MIA,home,39,79,0.494,7,22,0.318,22,24,0.917,7,31,38,20,9,4,14,17,107,-12.5,-109.0,PHO,away,33,83,0.398,8,32,0.25,18,24,0.75,14,31,45,17,10,1,15,18,92,2013-11-25,12.5,-109.0,203.5
624,201312010MIA,MIA,home,36,69,0.522,8,18,0.444,19,25,0.76,4,30,34,19,8,9,14,19,99,-11.5,-110.0,CHA,away,35,76,0.461,4,15,0.267,24,28,0.857,6,33,39,16,8,2,14,20,98,2013-12-01,11.5,-108.0,189.5
625,201312030MIA,MIA,home,36,82,0.439,9,28,0.321,16,23,0.696,13,21,34,19,12,3,19,18,97,-9.0,-107.0,DET,away,41,80,0.513,7,16,0.438,18,26,0.692,13,33,46,21,11,5,18,19,107,2013-12-03,9.0,-110.0,200.0
626,201312140MIA,MIA,home,42,76,0.553,8,21,0.381,22,30,0.733,9,31,40,24,10,9,14,21,114,-12.5,-105.0,CLE,away,39,84,0.464,10,29,0.345,19,25,0.76,12,27,39,18,7,1,15,20,107,2013-12-14,12.5,-110.0,199.5
627,201312160MIA,MIA,home,45,71,0.634,6,15,0.4,21,26,0.808,6,35,41,28,10,8,14,14,117,-12.0,-108.0,UTA,away,39,84,0.464,5,18,0.278,11,17,0.647,11,22,33,17,7,2,14,20,94,2013-12-16,12.0,-108.0,199.5
628,201312180MIA,MIA,home,37,77,0.481,5,21,0.238,18,22,0.818,5,32,37,21,11,0,12,20,97,-4.0,-108.0,IND,away,32,73,0.438,5,14,0.357,25,28,0.893,6,30,36,13,9,2,14,21,94,2013-12-18,4.0,-110.0,190.5
629,201312200MIA,MIA,home,51,83,0.614,10,23,0.435,10,14,0.714,7,32,39,32,15,3,17,16,122,-10.0,-104.0,SAC,away,43,74,0.581,7,22,0.318,10,24,0.417,7,25,32,25,14,1,20,16,103,2013-12-20,10.0,-113.0,208.0
630,201312230MIA,MIA,home,46,91,0.505,10,29,0.345,19,29,0.655,13,31,44,20,8,6,13,19,121,-7.5,-103.0,ATL,away,44,91,0.484,17,34,0.5,14,19,0.737,13,33,46,29,7,4,18,26,119,2013-12-23,7.5,-105.0,206.0
631,201401020MIA,MIA,home,40,78,0.513,8,18,0.444,26,31,0.839,5,26,31,20,10,2,15,19,114,-5.5,-103.0,GSW,away,46,82,0.561,15,29,0.517,16,19,0.842,6,34,40,29,9,1,18,24,123,2014-01-02,5.5,-105.0,205.0
632,201401050MIA,MIA,home,38,81,0.469,3,11,0.273,23,27,0.852,14,28,42,17,8,2,10,24,102,-6.0,-106.0,TOR,away,39,77,0.506,7,22,0.318,12,21,0.571,7,27,34,24,5,7,13,23,97,2014-01-05,6.0,-110.0,201.0
633,201401070MIA,MIA,home,40,78,0.513,9,27,0.333,18,23,0.783,9,30,39,24,6,2,12,18,107,-8.5,-105.0,NOP,away,36,77,0.468,3,9,0.333,13,17,0.765,12,29,41,18,9,4,16,22,88,2014-01-07,8.5,-107.0,204.0
634,201401210MIA,MIA,home,38,74,0.514,5,20,0.25,12,16,0.75,7,26,33,22,7,5,14,18,93,-9.0,-102.0,BOS,away,33,84,0.393,5,27,0.185,15,18,0.833,17,29,46,17,8,3,16,19,86,2014-01-21,9.0,-105.0,196.5
635,201401230MIA,MIA,home,45,78,0.577,8,20,0.4,11,23,0.478,12,36,48,25,7,4,18,23,109,-11.5,-107.0,LAL,away,40,88,0.455,9,25,0.36,13,21,0.619,13,22,35,21,12,1,11,17,102,2014-01-23,11.5,-105.0,209.0
636,201401260MIA,MIA,home,43,74,0.581,8,19,0.421,19,20,0.95,7,30,37,28,6,5,14,22,113,-3.5,-108.0,SAS,away,38,76,0.5,6,22,0.273,19,23,0.826,6,22,28,24,8,4,12,17,101,2014-01-26,3.5,-107.0,205.0
637,201401290MIA,MIA,home,37,72,0.514,3,19,0.158,18,22,0.818,10,27,37,20,4,2,20,15,95,-4.0,-105.0,OKC,away,41,80,0.513,16,27,0.593,14,19,0.737,11,23,34,23,13,2,12,16,112,2014-01-29,4.0,-108.0,202.5
638,201402030MIA,MIA,home,39,85,0.459,7,20,0.35,17,21,0.81,13,31,44,24,13,6,20,22,102,-9.5,-103.0,DET,away,34,83,0.41,6,18,0.333,22,29,0.759,19,32,51,19,11,4,21,20,96,2014-02-03,9.5,-113.0,206.0
639,201402230MIA,MIA,home,37,88,0.42,9,23,0.391,10,14,0.714,15,26,41,22,8,7,7,19,93,-5.0,-108.0,CHI,away,29,81,0.358,6,21,0.286,15,17,0.882,15,36,51,18,2,4,12,15,79,2014-02-23,5.0,-106.0,184.5
640,201402270MIA,MIA,home,45,74,0.608,6,15,0.4,12,18,0.667,3,36,39,18,5,3,12,22,108,-8.5,-103.0,NYK,away,31,83,0.373,4,23,0.174,16,22,0.727,14,26,40,16,7,1,13,21,82,2014-02-27,8.5,-106.0,201.0
641,201403010MIA,MIA,home,43,74,0.581,6,16,0.375,20,24,0.833,9,30,39,20,8,6,17,20,112,-14.0,-110.0,ORL,away,36,83,0.434,4,18,0.222,22,29,0.759,15,24,39,18,9,1,12,19,98,2014-03-01,14.0,-105.0,199.5
642,201403030MIA,MIA,home,46,83,0.554,16,28,0.571,16,20,0.8,10,26,36,18,7,3,7,18,124,-11.5,-105.0,CHA,away,42,82,0.512,9,23,0.391,14,21,0.667,13,27,40,27,4,0,10,16,107,2014-03-03,11.5,-113.0,197.0
643,201403100MIA,MIA,home,40,80,0.5,10,21,0.476,9,9,1.0,9,24,33,26,8,8,10,11,99,-8.0,-108.0,WAS,away,36,89,0.404,12,31,0.387,6,9,0.667,21,29,50,24,3,3,18,14,90,2014-03-10,8.0,-105.0,205.0
644,201403120MIA,MIA,home,33,68,0.485,9,27,0.333,20,26,0.769,3,30,33,18,6,3,17,16,95,-9.0,-107.0,BRK,away,34,78,0.436,12,29,0.414,16,19,0.842,9,28,37,19,11,7,15,22,96,2014-03-12,9.0,-108.0,201.0
645,201403140MIA,MIA,home,42,81,0.519,7,24,0.292,16,21,0.762,7,28,35,23,8,5,18,19,107,-11.0,-107.0,DEN,away,39,82,0.476,8,21,0.381,25,29,0.862,9,32,41,26,13,2,15,21,111,2014-03-14,11.0,-110.0,215.0
646,201403160MIA,MIA,home,40,78,0.513,9,22,0.409,24,29,0.828,7,24,31,21,9,3,13,21,113,-5.5,-106.0,HOU,away,37,75,0.493,9,23,0.391,21,28,0.75,10,24,34,18,11,4,15,21,104,2014-03-16,5.5,-110.0,207.0
647,201403210MIA,MIA,home,35,75,0.467,7,20,0.35,14,16,0.875,10,24,34,20,9,5,14,18,91,-4.5,-110.0,MEM,away,36,79,0.456,3,14,0.214,11,17,0.647,15,28,43,17,7,1,15,19,86,2014-03-21,4.5,-110.0,190.0
648,201403240MIA,MIA,home,37,84,0.44,5,15,0.333,14,23,0.609,13,35,48,16,14,4,9,24,93,-6.5,-108.0,POR,away,28,74,0.378,11,39,0.282,24,27,0.889,10,34,44,18,6,2,15,17,91,2014-03-24,6.5,-108.0,207.5
649,201403310MIA,MIA,home,34,66,0.515,7,25,0.28,18,22,0.818,6,30,36,19,5,2,15,14,93,-6.0,-105.0,TOR,away,35,70,0.5,8,26,0.308,5,10,0.5,5,25,30,17,7,1,14,25,83,2014-03-31,6.0,-105.0,191.5
