new_index,gid,team_slug_home,away_home_home,fg_home,fga_home,fg%_home,3p_home,3pa_home,3p%_home,ft_home,fta_home,ft%_home,orb_home,drb_home,trb_home,ast_home,stl_home,blk_home,tov_home,pf_home,pts_home,betting_line_home,betting_line_terms,team_slug_away,away_home_away,fg_away,fga_away,fg%_away,3p_away,3pa_away,3p%_away,ft_away,fta_away,ft%_away,orb_away,drb_away,trb_away,ast_away,stl_away,blk_away,tov_away,pf_away,pts_away,date,betting_line_away,over_under_terms,over_under
5495,201710210MEM,MEM,home,36,77,0.468,10,27,0.37,29,37,0.784,6,34,40,20,8,4,14,25,111,8.5,-108.0,GSW,away,33,84,0.393,12,38,0.316,23,27,0.852,12,34,46,20,10,7,17,28,101,2017-10-21,-8.5,-108.0,213.0
5496,201710260MEM,MEM,home,30,73,0.411,10,34,0.294,26,30,0.867,9,37,46,18,7,6,18,23,96,-7.5,-107.0,DAL,away,32,94,0.34,10,34,0.294,17,20,0.85,18,35,53,20,10,3,14,22,91,2017-10-26,7.5,-107.0,194.5
5497,201710280MEM,MEM,home,40,85,0.471,14,33,0.424,9,12,0.75,6,36,42,26,10,6,9,20,103,-1.5,-110.0,HOU,away,29,77,0.377,14,38,0.368,17,21,0.81,8,35,43,18,4,3,17,23,89,2017-10-28,1.5,-107.0,203.0
5498,201710300MEM,MEM,home,32,93,0.344,8,35,0.229,27,33,0.818,11,37,48,17,7,8,7,22,99,-5.5,-101.0,CHO,away,37,89,0.416,7,17,0.412,23,29,0.793,10,46,56,15,3,7,11,22,104,2017-10-30,5.5,-107.0,195.0
5499,201711010MEM,MEM,home,39,82,0.476,10,30,0.333,11,16,0.688,5,26,31,21,12,3,13,16,99,-2.5,-102.0,ORL,away,38,75,0.507,13,29,0.448,12,14,0.857,6,32,38,25,6,8,24,22,101,2017-11-01,2.5,-107.0,205.5
5500,201711150MEM,MEM,home,44,86,0.512,8,32,0.25,17,22,0.773,11,32,43,29,5,10,14,19,113,-3.0,-105.0,IND,away,43,85,0.506,12,24,0.5,18,20,0.9,5,31,36,29,6,6,12,17,116,2017-11-15,3.0,-106.0,203.5
5501,201711180MEM,MEM,home,31,86,0.36,7,27,0.259,14,19,0.737,15,33,48,18,6,7,12,18,83,7.5,-107.0,HOU,away,35,78,0.449,18,43,0.419,17,21,0.81,9,36,45,21,8,9,16,24,105,2017-11-18,-7.5,-107.0,214.5
5502,201711200MEM,MEM,home,33,86,0.384,8,30,0.267,18,23,0.783,5,30,35,23,6,9,8,26,92,1.0,-102.0,POR,away,33,83,0.398,6,15,0.4,28,32,0.875,15,45,60,11,1,9,15,23,100,2017-11-20,-1.0,-102.0,197.0
5503,201711220MEM,MEM,home,37,81,0.457,7,29,0.241,13,14,0.929,6,46,52,25,7,6,17,25,94,-5.5,-107.0,DAL,away,39,91,0.429,9,28,0.321,8,16,0.5,4,36,40,23,9,2,8,14,95,2017-11-22,5.5,-106.0,199.5
5504,201711260MEM,MEM,home,32,80,0.4,8,25,0.32,16,18,0.889,11,24,35,15,8,3,14,24,88,-6.0,102.0,BRK,away,33,74,0.446,13,29,0.448,19,23,0.826,12,31,43,19,7,7,17,22,98,2017-11-26,6.0,-113.0,212.0
5505,201712010MEM,MEM,home,30,74,0.405,5,15,0.333,14,18,0.778,8,30,38,19,8,6,16,26,79,3.0,-111.0,SAS,away,31,70,0.443,11,27,0.407,22,32,0.688,7,36,43,20,8,5,13,18,95,2017-12-01,-3.0,-111.0,192.5
5506,201712040MEM,MEM,home,34,72,0.472,6,21,0.286,21,24,0.875,6,35,41,22,6,8,16,22,95,3.0,-106.0,MIN,away,35,79,0.443,4,17,0.235,18,19,0.947,7,27,34,17,9,2,9,16,92,2017-12-04,-3.0,-106.0,200.5
5507,201712080MEM,MEM,home,41,82,0.5,9,27,0.333,16,22,0.727,11,24,35,24,8,3,16,25,107,5.5,-100.0,TOR,away,37,78,0.474,13,31,0.419,29,33,0.879,10,26,36,21,8,3,11,23,116,2017-12-08,-5.5,-100.0,202.0
5508,201712090MEM,MEM,home,39,88,0.443,13,33,0.394,10,17,0.588,13,34,47,23,5,5,13,30,101,4.5,-110.0,OKC,away,36,92,0.391,12,34,0.353,18,31,0.581,17,30,47,18,7,5,10,21,102,2017-12-09,-4.5,-110.0,196.0
5509,201712110MEM,MEM,home,28,72,0.389,8,27,0.296,18,27,0.667,6,25,31,17,6,1,14,22,82,-1.5,-101.0,MIA,away,37,66,0.561,14,27,0.519,19,24,0.792,2,33,35,24,8,8,13,22,107,2017-12-11,1.5,-105.0,194.0
5510,201712150MEM,MEM,home,36,78,0.462,12,25,0.48,12,17,0.706,10,33,43,21,12,6,21,24,96,-6.5,-107.0,ATL,away,34,77,0.442,12,31,0.387,14,16,0.875,7,28,35,27,12,5,17,19,94,2017-12-15,6.5,-105.0,199.0
5511,201712160MEM,MEM,home,32,79,0.405,14,34,0.412,15,17,0.882,10,28,38,18,8,3,13,19,93,5.5,-100.0,BOS,away,39,80,0.488,14,30,0.467,10,14,0.714,14,28,42,21,6,6,16,19,102,2017-12-16,-5.5,-100.0,195.0
5512,201712230MEM,MEM,home,40,90,0.444,13,31,0.419,22,25,0.88,15,32,47,28,5,5,9,26,115,-2.5,-101.0,LAC,away,39,79,0.494,13,34,0.382,21,28,0.75,5,31,36,14,4,7,10,22,112,2017-12-23,2.5,-108.0,197.5
5513,201801050MEM,MEM,home,35,86,0.407,10,30,0.333,20,26,0.769,11,35,46,20,6,9,16,25,100,4.5,-103.0,WAS,away,33,84,0.393,10,27,0.37,26,34,0.765,12,36,48,21,7,7,13,23,102,2018-01-05,-4.5,-103.0,204.5
5514,201801100MEM,MEM,home,37,88,0.42,5,19,0.263,26,32,0.813,14,36,50,21,7,5,9,26,105,-1.0,101.0,NOP,away,34,77,0.442,11,35,0.314,23,34,0.676,9,31,40,20,5,7,12,26,102,2018-01-10,1.0,-105.0,211.0
5515,201801150MEM,MEM,home,42,82,0.512,10,22,0.455,29,34,0.853,6,42,48,24,8,8,18,26,123,-3.5,-106.0,LAL,away,38,96,0.396,12,35,0.343,26,31,0.839,12,32,44,25,11,8,13,23,114,2018-01-15,3.5,-105.0,203.5
5516,201801170MEM,MEM,home,41,91,0.451,10,28,0.357,13,17,0.765,15,29,44,23,9,3,11,19,105,2.5,-113.0,NYK,away,35,82,0.427,7,27,0.259,22,23,0.957,12,33,45,22,5,12,14,15,99,2018-01-17,-2.5,-113.0,203.5
5517,201801190MEM,MEM,home,39,88,0.443,10,34,0.294,18,23,0.783,14,35,49,24,12,5,13,17,106,-6.5,-103.0,SAC,away,32,80,0.4,11,27,0.407,13,18,0.722,11,33,44,18,10,3,21,20,88,2018-01-19,6.5,-105.0,202.0
5518,201801220MEM,MEM,home,33,78,0.423,10,26,0.385,29,35,0.829,11,21,32,14,14,2,12,26,105,3.0,-103.0,PHI,away,32,71,0.451,14,31,0.452,23,31,0.742,16,32,48,21,2,4,23,28,101,2018-01-22,-3.0,-103.0,202.5
5519,201801240MEM,MEM,home,36,83,0.434,2,18,0.111,11,14,0.786,9,32,41,19,7,4,17,25,85,1.5,-105.0,SAS,away,38,82,0.463,10,24,0.417,22,25,0.88,11,34,45,29,9,6,13,19,108,2018-01-24,-1.5,-105.0,192.0
5520,201801260MEM,MEM,home,39,81,0.481,8,27,0.296,14,18,0.778,8,35,43,31,1,9,19,24,100,4.5,-107.0,LAC,away,39,80,0.488,10,27,0.37,21,29,0.724,3,33,36,23,15,6,10,20,109,2018-01-26,-4.5,-107.0,213.0
5521,201801290MEM,MEM,home,47,83,0.566,11,22,0.5,15,18,0.833,12,26,38,29,7,9,20,27,120,-7.5,-107.0,PHO,away,38,82,0.463,7,23,0.304,26,36,0.722,15,22,37,20,11,2,19,20,109,2018-01-29,7.5,-105.0,205.5
5522,201802070MEM,MEM,home,34,81,0.42,8,23,0.348,12,16,0.75,9,27,36,18,12,5,15,26,88,6.5,100.0,UTA,away,29,69,0.42,6,22,0.273,28,33,0.848,9,34,43,14,6,4,19,16,92,2018-02-07,-6.5,100.0,198.0
5523,201802140MEM,MEM,home,44,86,0.512,14,27,0.519,12,15,0.8,6,35,41,29,6,2,12,25,114,4.0,-106.0,OKC,away,40,80,0.5,17,36,0.472,24,35,0.686,8,30,38,26,7,6,9,19,121,2018-02-14,-4.0,-106.0,208.0
5524,201802230MEM,MEM,home,33,84,0.393,9,24,0.375,14,18,0.778,5,32,37,22,10,4,21,25,89,4.5,-108.0,CLE,away,40,87,0.46,11,29,0.379,21,22,0.955,7,39,46,26,13,9,18,23,112,2018-02-23,-4.5,-108.0,213.5
5525,201802280MEM,MEM,home,33,87,0.379,13,31,0.419,23,28,0.821,11,37,48,23,8,8,20,29,102,-3.0,-105.0,PHO,away,38,83,0.458,6,21,0.286,28,38,0.737,8,39,47,19,12,6,16,28,110,2018-02-28,3.0,-105.0,216.5
5526,201803020MEM,MEM,home,40,91,0.44,10,27,0.37,12,15,0.8,17,23,40,26,14,3,20,23,102,9.0,-105.0,DEN,away,40,73,0.548,6,22,0.273,22,26,0.846,6,31,37,18,17,3,22,22,108,2018-03-02,-9.0,-105.0,216.5
5527,201803090MEM,MEM,home,31,83,0.373,6,22,0.273,10,14,0.714,10,29,39,16,4,5,15,22,78,10.0,-106.0,UTA,away,33,74,0.446,13,32,0.406,16,22,0.727,8,40,48,26,10,8,17,17,95,2018-03-09,-10.0,-106.0,197.5
5528,201803120MEM,MEM,home,42,89,0.472,9,27,0.333,10,19,0.526,10,21,31,27,6,5,9,23,103,7.5,-107.0,MIL,away,47,81,0.58,12,25,0.48,15,22,0.682,11,36,47,33,6,5,18,22,121,2018-03-12,-7.5,-107.0,206.5
5529,201803150MEM,MEM,home,38,87,0.437,13,35,0.371,21,25,0.84,11,36,47,27,7,4,14,22,110,-2.5,-105.0,CHI,away,35,80,0.438,15,41,0.366,26,33,0.788,8,34,42,23,10,2,13,23,111,2018-03-15,2.5,-113.0,210.0
5530,201803170MEM,MEM,home,33,81,0.407,13,32,0.406,22,28,0.786,14,33,47,21,5,9,11,20,101,7.0,-107.0,DEN,away,32,87,0.368,9,33,0.273,21,29,0.724,18,31,49,17,10,5,7,25,94,2018-03-17,-7.0,-107.0,214.0
5531,201803240MEM,MEM,home,35,84,0.417,5,29,0.172,18,22,0.818,11,32,43,20,7,6,10,21,93,6.5,-102.0,LAL,away,35,86,0.407,13,38,0.342,17,25,0.68,11,33,44,19,7,2,11,20,100,2018-03-24,-6.5,-102.0,214.5
5532,201803280MEM,MEM,home,41,84,0.488,13,25,0.52,13,23,0.565,11,35,46,23,7,2,15,24,108,5.5,-106.0,POR,away,38,79,0.481,8,30,0.267,19,30,0.633,8,30,38,15,7,8,12,20,103,2018-03-28,-5.5,-106.0,200.0
5533,201804060MEM,MEM,home,37,84,0.44,6,24,0.25,13,18,0.722,12,26,38,20,7,7,15,12,93,4.0,-105.0,SAC,away,40,85,0.471,6,24,0.25,8,12,0.667,10,32,42,23,8,5,15,21,94,2018-04-06,-4.0,-105.0,205.0
5534,201804080MEM,MEM,home,48,83,0.578,16,33,0.485,18,24,0.75,8,35,43,36,11,4,12,18,130,6.0,-103.0,DET,away,38,93,0.409,23,47,0.489,18,23,0.783,14,24,38,30,10,0,12,18,117,2018-04-08,-6.0,-103.0,202.5
5535,201710210MIA,MIA,home,45,87,0.517,14,34,0.412,8,14,0.571,6,39,45,24,6,11,14,19,112,-9.5,-102.0,IND,away,43,96,0.448,7,19,0.368,15,21,0.714,13,32,45,18,9,4,10,18,108,2017-10-21,9.5,-107.0,214.0
5536,201710230MIA,MIA,home,39,85,0.459,14,37,0.378,12,18,0.667,10,31,41,21,12,6,19,19,104,-11.0,102.0,ATL,away,36,76,0.474,7,17,0.412,14,18,0.778,6,35,41,14,9,1,20,17,93,2017-10-23,11.0,-107.0,205.0
5537,201710250MIA,MIA,home,37,80,0.463,9,26,0.346,17,18,0.944,4,28,32,19,6,2,9,25,100,3.5,-101.0,SAS,away,42,76,0.553,10,17,0.588,23,30,0.767,8,36,44,18,6,3,13,20,117,2017-10-25,-3.5,-101.0,197.0
5538,201710280MIA,MIA,home,34,79,0.43,7,31,0.226,15,16,0.938,6,34,40,17,6,9,19,23,90,1.0,-106.0,BOS,away,34,81,0.42,6,23,0.261,22,26,0.846,11,30,41,15,11,5,12,14,96,2017-10-28,-1.0,-106.0,204.5
5539,201710300MIA,MIA,home,49,93,0.527,7,27,0.259,17,25,0.68,15,34,49,17,8,5,24,28,122,3.0,-109.0,MIN,away,41,91,0.451,11,23,0.478,32,35,0.914,10,30,40,20,16,4,16,25,125,2017-10-30,-3.0,-109.0,216.0
5540,201711010MIA,MIA,home,34,83,0.41,12,31,0.387,17,19,0.895,3,45,48,21,8,0,11,19,97,-10.0,-105.0,CHI,away,36,89,0.404,7,28,0.25,12,19,0.632,7,47,54,20,7,6,12,19,91,2017-11-01,10.0,-105.0,196.5
5541,201711150MIA,MIA,home,32,78,0.41,13,30,0.433,16,19,0.842,12,30,42,15,3,3,17,20,93,-2.0,-106.0,WAS,away,32,78,0.41,9,19,0.474,29,31,0.935,11,29,40,9,8,2,12,19,102,2017-11-15,2.0,-107.0,211.5
5542,201711190MIA,MIA,home,35,83,0.422,13,37,0.351,12,14,0.857,10,25,35,21,8,2,14,11,95,-5.5,-110.0,IND,away,51,85,0.6,11,23,0.478,7,8,0.875,9,33,42,33,9,7,12,14,120,2017-11-19,5.5,-108.0,208.5
5543,201711220MIA,MIA,home,40,81,0.494,10,28,0.357,14,16,0.875,7,41,48,20,3,4,16,22,104,1.5,-102.0,BOS,away,35,84,0.417,9,26,0.346,19,27,0.704,7,30,37,19,11,4,11,19,98,2017-11-22,-1.5,-102.0,196.0
5544,201712010MIA,MIA,home,39,80,0.488,14,35,0.4,13,21,0.619,9,30,39,25,8,4,21,24,105,-2.0,-102.0,CHO,away,38,79,0.481,5,20,0.25,19,21,0.905,10,30,40,21,9,5,22,24,100,2017-12-01,2.0,-109.0,206.0
5545,201712030MIA,MIA,home,33,81,0.407,14,37,0.378,15,17,0.882,5,23,28,17,5,4,11,15,95,10.5,-107.0,GSW,away,47,84,0.56,11,30,0.367,18,24,0.75,7,34,41,32,4,4,9,14,123,2017-12-03,-10.5,-107.0,221.5
5546,201712130MIA,MIA,home,34,72,0.472,13,30,0.433,14,23,0.609,10,26,36,19,6,1,15,21,95,-2.5,-104.0,POR,away,36,72,0.5,10,28,0.357,20,23,0.87,5,28,33,14,7,2,11,21,102,2017-12-13,2.5,-110.0,203.5
5547,201712160MIA,MIA,home,31,82,0.378,12,35,0.343,16,21,0.762,9,28,37,22,10,8,8,15,90,-6.0,-105.0,LAC,away,35,80,0.438,8,28,0.286,7,14,0.5,12,34,46,18,3,5,17,22,85,2017-12-16,6.0,-110.0,205.5
5548,201712220MIA,MIA,home,46,72,0.639,16,25,0.64,5,6,0.833,2,33,35,25,3,3,11,15,113,2.0,-109.0,DAL,away,38,75,0.507,17,35,0.486,8,11,0.727,3,19,22,28,5,2,8,12,101,2017-12-22,-2.0,-109.0,196.0
5549,201712230MIA,MIA,home,36,85,0.424,10,32,0.313,12,15,0.8,13,25,38,18,4,3,13,19,94,3.0,-102.0,NOP,away,39,73,0.534,15,25,0.6,16,19,0.842,6,31,37,27,5,10,14,20,109,2017-12-23,-3.0,-102.0,209.0
5550,201712260MIA,MIA,home,41,91,0.451,11,33,0.333,14,17,0.824,16,37,53,22,11,5,15,20,107,-9.0,-106.0,ORL,away,33,81,0.407,5,20,0.25,18,22,0.818,10,32,42,14,8,5,17,20,89,2017-12-26,9.0,-106.0,204.5
5551,201712290MIA,MIA,home,30,89,0.337,3,26,0.115,24,31,0.774,12,31,43,12,9,3,11,18,87,-6.0,-100.0,BRK,away,39,79,0.494,11,26,0.423,22,25,0.88,8,46,54,25,8,4,18,23,111,2017-12-29,6.0,-110.0,204.0
5552,201801030MIA,MIA,home,43,84,0.512,17,34,0.5,8,11,0.727,7,34,41,29,6,3,12,16,111,-4.5,-113.0,DET,away,41,86,0.477,9,24,0.375,13,16,0.813,5,30,35,21,4,2,9,14,104,2018-01-03,4.5,-107.0,198.5
5553,201801050MIA,MIA,home,38,94,0.404,12,42,0.286,19,20,0.95,15,29,44,24,10,5,14,19,107,-6.0,-113.0,NYK,away,39,80,0.488,5,13,0.385,20,23,0.87,8,31,39,14,11,7,19,26,103,2018-01-05,6.0,-108.0,201.5
5554,201801070MIA,MIA,home,40,83,0.482,9,29,0.31,14,20,0.7,8,29,37,21,6,6,8,16,103,-3.5,-105.0,UTA,away,37,82,0.451,10,32,0.313,18,20,0.9,8,36,44,15,6,5,11,18,102,2018-01-07,3.5,-113.0,196.0
5555,201801140MIA,MIA,home,35,76,0.461,11,29,0.379,16,20,0.8,3,46,49,23,8,8,13,18,97,-2.0,-102.0,MIL,away,25,79,0.316,4,28,0.143,25,27,0.926,8,32,40,9,8,1,15,23,79,2018-01-14,2.0,-107.0,203.5
5556,201801250MIA,MIA,home,31,82,0.378,12,34,0.353,14,18,0.778,7,39,46,19,8,4,13,19,88,-9.5,-103.0,SAC,away,38,81,0.469,5,12,0.417,8,14,0.571,5,33,38,17,3,6,13,21,89,2018-01-25,9.5,-109.0,200.5
5557,201801270MIA,MIA,home,38,85,0.447,8,26,0.308,11,18,0.611,11,40,51,25,4,5,12,24,95,-4.0,-103.0,CHO,away,29,84,0.345,5,24,0.208,28,35,0.8,12,34,46,12,6,6,7,15,91,2018-01-27,4.0,-107.0,207.5
5558,201802050MIA,MIA,home,40,93,0.43,3,23,0.13,26,35,0.743,17,36,53,21,5,4,12,19,109,-8.5,-103.0,ORL,away,41,84,0.488,13,30,0.433,16,19,0.842,5,34,39,25,8,5,11,26,111,2018-02-05,8.5,-109.0,205.5
5559,201802070MIA,MIA,home,39,88,0.443,13,32,0.406,10,12,0.833,15,26,41,23,3,3,13,17,101,4.5,-110.0,HOU,away,38,74,0.514,12,31,0.387,21,26,0.808,4,31,35,16,8,6,9,16,109,2018-02-07,-4.5,-110.0,207.5
5560,201802090MIA,MIA,home,32,88,0.364,10,26,0.385,17,18,0.944,13,38,51,16,7,7,16,21,91,-1.5,-104.0,MIL,away,32,76,0.421,6,20,0.3,15,17,0.882,2,35,37,18,9,9,17,20,85,2018-02-09,1.5,-105.0,199.5
5561,201802240MIA,MIA,home,41,89,0.461,12,33,0.364,21,27,0.778,14,36,50,27,15,6,10,17,115,-9.5,-105.0,MEM,away,35,80,0.438,5,11,0.455,14,17,0.824,9,31,40,16,7,3,19,22,89,2018-02-24,9.5,-106.0,198.5
5562,201802270MIA,MIA,home,36,82,0.439,9,27,0.333,21,28,0.75,11,26,37,19,12,9,15,19,102,-1.0,-110.0,PHI,away,35,84,0.417,12,31,0.387,19,23,0.826,10,34,44,25,10,3,23,24,101,2018-02-27,1.0,-106.0,205.0
5563,201803010MIA,MIA,home,46,95,0.484,9,31,0.29,12,16,0.75,14,26,40,23,6,5,11,21,113,-5.5,-113.0,LAL,away,47,79,0.595,16,29,0.552,21,26,0.808,6,30,36,29,9,5,13,17,131,2018-03-01,5.5,-105.0,218.5
5564,201803030MIA,MIA,home,37,82,0.451,12,29,0.414,19,28,0.679,15,30,45,19,11,5,13,20,105,-5.0,-104.0,DET,away,37,89,0.416,7,24,0.292,15,21,0.714,17,29,46,18,8,2,18,23,96,2018-03-03,5.0,-107.0,204.0
5565,201803050MIA,MIA,home,47,92,0.511,12,36,0.333,19,23,0.826,16,35,51,33,12,6,10,14,125,-9.5,-105.0,PHO,away,42,87,0.483,10,24,0.417,9,18,0.5,12,28,40,21,3,2,17,20,103,2018-03-05,9.5,-108.0,217.5
5566,201803080MIA,MIA,home,42,89,0.472,14,26,0.538,10,18,0.556,6,43,49,26,10,8,14,20,108,-1.0,-104.0,PHI,away,34,86,0.395,15,37,0.405,16,21,0.762,9,37,46,28,9,4,18,20,99,2018-03-08,1.0,-115.0,209.5
5567,201803100MIA,MIA,home,52,88,0.591,10,28,0.357,15,21,0.714,5,37,42,27,9,5,10,25,129,-4.0,-106.0,WAS,away,34,77,0.442,7,20,0.35,27,34,0.794,8,32,40,22,4,2,15,20,102,2018-03-10,4.0,-113.0,207.0
5568,201803190MIA,MIA,home,56,102,0.549,20,36,0.556,17,27,0.63,7,39,46,36,5,11,11,26,149,-1.5,-105.0,DEN,away,46,100,0.46,18,38,0.474,31,37,0.838,11,35,46,23,10,5,13,25,141,2018-03-19,1.5,-105.0,212.0
5569,201803210MIA,MIA,home,45,81,0.556,15,34,0.441,14,19,0.737,5,27,32,31,9,2,7,17,119,-9.5,-105.0,NYK,away,39,89,0.438,10,31,0.323,10,12,0.833,13,27,40,21,6,1,14,16,98,2018-03-21,9.5,-106.0,217.0
5570,201803270MIA,MIA,home,37,78,0.474,9,29,0.31,15,20,0.75,9,35,44,24,10,9,14,18,98,1.5,-111.0,CLE,away,31,85,0.365,4,26,0.154,13,19,0.684,12,30,42,15,8,1,14,18,79,2018-03-27,-1.5,-111.0,221.0
5571,201803290MIA,MIA,home,37,82,0.451,7,27,0.259,22,24,0.917,7,37,44,20,7,7,17,23,103,-13.0,-105.0,CHI,away,33,90,0.367,6,26,0.231,20,26,0.769,14,36,50,19,10,5,18,19,92,2018-03-29,13.0,-105.0,208.5
5572,201803310MIA,MIA,home,43,95,0.453,7,17,0.412,16,21,0.762,10,41,51,19,6,6,18,22,109,-8.5,-105.0,BRK,away,39,91,0.429,10,35,0.286,22,28,0.786,7,40,47,28,11,5,15,24,110,2018-03-31,8.5,-109.0,213.5
5573,201804030MIA,MIA,home,41,91,0.451,8,33,0.242,11,13,0.846,11,35,46,22,10,8,14,16,101,-12.5,-108.0,ATL,away,37,88,0.42,13,33,0.394,11,15,0.733,12,37,49,24,10,1,15,15,98,2018-04-03,12.5,-108.0,207.0
5574,201804090MIA,MIA,home,40,87,0.46,5,22,0.227,8,14,0.571,8,35,43,21,6,4,15,24,93,4.5,-103.0,OKC,away,35,81,0.432,14,35,0.4,31,38,0.816,7,36,43,21,9,4,9,15,115,2018-04-09,-4.5,-103.0,212.5
5575,201804110MIA,MIA,home,46,106,0.434,11,26,0.423,13,20,0.65,19,37,56,26,8,7,9,18,116,-2.5,-107.0,TOR,away,42,92,0.457,9,30,0.3,16,21,0.762,9,38,47,24,5,10,13,24,109,2018-04-11,2.5,-108.0,202.5
5576,201710200MIL,MIL,home,38,82,0.463,11,35,0.314,10,12,0.833,8,22,30,23,9,2,14,17,97,-1.0,-108.0,CLE,away,44,81,0.543,11,26,0.423,17,17,1.0,9,35,44,25,8,3,17,10,116,2017-10-20,1.0,-110.0,209.5
5577,201710210MIL,MIL,home,42,80,0.525,7,18,0.389,22,30,0.733,7,28,35,22,9,8,14,23,113,-3.0,-106.0,POR,away,34,81,0.42,11,28,0.393,31,35,0.886,13,29,42,18,10,6,16,22,110,2017-10-21,3.0,-105.0,208.5
5578,201710230MIL,MIL,home,40,85,0.471,9,26,0.346,14,16,0.875,5,37,42,24,8,4,13,27,103,-6.5,-104.0,CHO,away,33,78,0.423,7,26,0.269,21,36,0.583,10,38,48,17,3,5,14,21,94,2017-10-23,6.5,-106.0,203.5
5579,201710260MIL,MIL,home,35,77,0.455,11,25,0.44,8,14,0.571,2,35,37,22,6,3,16,20,89,-4.5,-106.0,BOS,away,33,78,0.423,11,30,0.367,19,22,0.864,6,39,45,21,7,4,15,14,96,2017-10-26,4.5,-108.0,206.5
5580,201710310MIL,MIL,home,32,77,0.416,9,31,0.29,18,22,0.818,4,27,31,24,8,4,14,22,91,2.5,-105.0,OKC,away,40,81,0.494,12,28,0.429,18,21,0.857,9,37,46,24,6,3,15,20,110,2017-10-31,-2.5,-105.0,210.0
5581,201711110MIL,MIL,home,35,85,0.412,6,23,0.261,22,26,0.846,9,33,42,16,11,4,12,27,98,-6.5,-103.0,LAL,away,31,74,0.419,6,22,0.273,22,37,0.595,8,40,48,21,7,9,21,22,90,2017-11-11,6.5,-109.0,217.5
5582,201711130MIL,MIL,home,40,82,0.488,12,22,0.545,18,25,0.72,10,26,36,23,6,5,9,19,110,-4.0,-105.0,MEM,away,37,76,0.487,11,26,0.423,18,21,0.857,8,29,37,21,5,1,14,25,103,2017-11-13,4.0,-110.0,200.0
5583,201711150MIL,MIL,home,38,78,0.487,8,22,0.364,15,21,0.714,11,32,43,24,10,16,15,19,99,-4.5,-115.0,DET,away,30,85,0.353,15,37,0.405,20,23,0.87,17,28,45,23,7,3,16,20,95,2017-11-15,4.5,-108.0,205.0
5584,201711200MIL,MIL,home,35,79,0.443,4,22,0.182,14,19,0.737,6,27,33,17,10,7,9,19,88,-3.5,-113.0,WAS,away,39,74,0.527,9,24,0.375,12,17,0.706,8,38,46,23,4,1,16,18,99,2017-11-20,3.5,-105.0,208.0
5585,201712020MIL,MIL,home,34,69,0.493,6,19,0.316,35,42,0.833,9,27,36,20,9,6,15,18,109,-13.0,-108.0,SAC,away,37,77,0.481,11,24,0.458,19,21,0.905,6,27,33,20,7,1,15,28,104,2017-12-02,13.0,-109.0,199.5
5586,201712060MIL,MIL,home,39,79,0.494,8,22,0.364,18,26,0.692,13,28,41,22,7,5,12,21,104,-4.5,-104.0,DET,away,36,87,0.414,10,30,0.333,18,27,0.667,17,29,46,20,5,0,11,20,100,2017-12-06,4.5,-110.0,203.5
5587,201712080MIL,MIL,home,36,79,0.456,8,24,0.333,29,34,0.853,7,33,40,20,10,6,10,24,109,-7.0,-100.0,DAL,away,35,75,0.467,10,24,0.417,22,26,0.846,4,32,36,18,6,2,11,22,102,2017-12-08,7.0,-108.0,201.5
5588,201712090MIL,MIL,home,44,81,0.543,7,17,0.412,22,26,0.846,8,33,41,22,8,6,11,29,117,1.0,102.0,UTA,away,33,76,0.434,8,23,0.348,26,37,0.703,9,26,35,20,7,3,16,23,100,2017-12-09,-1.0,102.0,197.0
5589,201712150MIL,MIL,home,40,83,0.482,9,33,0.273,20,29,0.69,9,34,43,24,6,5,11,24,109,-8.5,-110.0,CHI,away,42,86,0.488,8,22,0.364,23,35,0.657,14,36,50,24,8,0,12,26,115,2017-12-15,8.5,-116.0,205.0
5590,201712190MIL,MIL,home,43,82,0.524,11,29,0.379,22,27,0.815,8,32,40,27,12,3,14,18,119,1.0,-105.0,CLE,away,40,80,0.5,16,41,0.39,20,24,0.833,7,30,37,26,9,3,14,20,116,2017-12-19,-1.0,-105.0,215.0
5591,201712220MIL,MIL,home,41,87,0.471,8,29,0.276,19,23,0.826,6,37,43,27,7,5,7,16,109,-5.0,-102.0,CHO,away,39,88,0.443,12,26,0.462,14,17,0.824,9,34,43,21,4,7,9,18,104,2017-12-22,5.0,-111.0,209.0
5592,201712260MIL,MIL,home,39,83,0.47,10,31,0.323,18,24,0.75,4,37,41,23,2,8,17,21,106,-7.5,-108.0,CHI,away,45,103,0.437,10,28,0.357,15,25,0.6,15,32,47,26,11,3,6,19,115,2017-12-26,7.5,-109.0,210.5
5593,201712280MIL,MIL,home,41,75,0.547,5,15,0.333,15,16,0.938,7,29,36,23,10,0,16,18,102,-4.5,-105.0,MIN,away,34,71,0.479,9,28,0.321,19,26,0.731,6,27,33,20,9,3,16,14,96,2017-12-28,4.5,-113.0,211.5
5594,201801030MIL,MIL,home,44,75,0.587,9,17,0.529,25,28,0.893,6,28,34,33,8,5,16,23,122,-7.5,-109.0,IND,away,41,84,0.488,3,15,0.2,16,19,0.842,8,22,30,24,7,2,14,20,101,2018-01-03,7.5,-109.0,209.0
5595,201801050MIL,MIL,home,41,77,0.532,7,17,0.412,21,29,0.724,5,23,28,26,4,4,11,23,110,-1.0,-108.0,TOR,away,48,86,0.558,10,33,0.303,23,28,0.821,12,31,43,25,9,5,11,22,129,2018-01-05,1.0,-110.0,216.5
